id,URL,Status,transactionType,transactionSubtype,price,isSubjectToVat,isFurnished,type,subtype,country,region,province,district,locality,postalCode,street,number,box,floor,latitude,longitude,bedroomCount,netHabitableSurface,constructionYear,facadeCount,floorCount,condition,hasLift,kitchen,hasGarden,gardenSurface,hasTerrace,terraceSurface,land,fireplaceExists,hasSwimmingPool,hasAirConditioning,bathroomCount,showerRoomCount,toiletCount,parkingCountIndoor,parkingCountOutdoor,primaryEnergyConsumptionPerSqm,epcScore,heatingType,hasDoubleGlazing,saleType,creationDate,lastModificationDate,bookmarkCount,viewCount
10826777,https://www.immoweb.be/en/classified/10826777,200,FOR_SALE,PUBLIC_SALE,195000,False,,APARTMENT,APARTMENT,Belgium,Brussels,Brussels,Brussels,Watermael-Boitsfort,1170,Giervalkenlaan,8 38,,10.0,50.8121389,4.4174189,2,,1967.0,,,,,,,,True,,,False,,,1.0,0,,1.0,,321.0,F,,,publicSale,2023-09-18T14:01:53.000+0000,2023-09-18T14:01:54.523+0000,,
10724902,https://www.immoweb.be/en/classified/10724902,200,FOR_SALE,BUY_REGULAR,249000,False,,HOUSE,HOUSE,Belgium,Flanders,West Flanders,Oostend,Oostende,8400,Anjelierenlaan,10,,,51.2160058,2.8842161,4,,1956.0,4.0,,TO_RENOVATE,False,,,,,,161.0,True,,False,1.0,0,2.0,,,787.0,F,WOOD,False,,2023-07-29T10:59:28.193+0000,2023-09-18T14:04:31.413+0000,8.0,1300.0
10826795,https://www.immoweb.be/en/classified/10826795,200,FOR_SALE,BUY_REGULAR,449000,False,,HOUSE,HOUSE,Belgium,Flanders,East Flanders,Gent,Sint-amandsberg,9040,Theofiel Lybaertstraat,26,,,51.0734291,3.7741007,3,144.0,1964.0,3.0,,GOOD,False,,,,,,219.0,False,,False,1.0,0,2.0,1.0,2.0,317.0,D,GAS,True,,2023-09-18T14:05:55.473+0000,2023-09-18T14:05:55.967+0000,,
10826781,https://www.immoweb.be/en/classified/10826781,200,FOR_SALE,PUBLIC_SALE,120000,False,,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2020,Vlaamsekunstlaan,47,,1.0,51.1897897,4.3904874,2,,1955.0,,,GOOD,,,,,,,,False,,,1.0,0,1.0,,,191.0,B,,,publicSale,2023-09-18T14:02:09.000+0000,2023-09-18T14:02:10.743+0000,,
10826790,https://www.immoweb.be/en/classified/10826790,200,FOR_SALE,BUY_REGULAR,249000,False,,HOUSE,HOUSE,Belgium,Flanders,Flemish Brabant,Leuven,Zoutleeuw,3440,Kerkhofstraat,24,,,50.8050041,5.11151,2,176.0,1930.0,2.0,,GOOD,,SEMI_EQUIPPED,True,,True,32.0,710.0,True,,,1.0,0,,1.0,3.0,441.0,E,GAS,True,,2023-09-18T14:04:11.000+0000,2023-09-18T14:08:46.900+0000,,
10826788,https://www.immoweb.be/en/classified/10826788,200,FOR_SALE,BUY_REGULAR,1195000,False,,HOUSE,HOUSE,Belgium,Flanders,West Flanders,Brugge,Knokke-Heist,8300,Tegelrie,111,,,51.3170175,3.2493151,4,249.0,2018.0,3.0,,GOOD,False,,,,True,,302.0,False,,False,2.0,0,2.0,3.0,,55.0,A,,True,,2023-09-18T14:03:49.247+0000,2023-09-18T14:03:49.807+0000,,
10826794,https://www.immoweb.be/en/classified/10826794,200,FOR_SALE,BUY_REGULAR,319000,False,False,HOUSE,HOUSE,Belgium,Flanders,Antwerp,Turnhout,Herenthout,2270,De Merodestraat,33,Bus 201,,51.1384795,4.7420648,2,136.0,2006.0,2.0,,GOOD,True,INSTALLED,,,True,36.0,2535.0,False,False,,1.0,0,,1.0,,246.0,C,GAS,True,,2023-09-18T14:05:24.237+0000,2023-09-18T14:05:24.810+0000,,
10826783,https://www.immoweb.be/en/classified/10826783,200,FOR_SALE,BUY_REGULAR,150000,False,,HOUSE,HOUSE,Belgium,Wallonie,Liège,Liège,Montegnée,4420,Rue Florent Joannès,125,,,50.6267973,5.5183705,3,,1950.0,1.0,,TO_RENOVATE,,INSTALLED,,,,,110.0,False,,,1.0,0,1.0,,,371.0,E,GAS,True,notarySale,2023-09-18T14:02:15.000+0000,2023-09-18T14:02:16.753+0000,,
10826803,https://www.immoweb.be/en/classified/10826803,200,FOR_SALE,BUY_REGULAR,115000,False,,APARTMENT,APARTMENT,Belgium,Flanders,West Flanders,Brugge,Blankenberge,8370,,,,0.0,,,2,,,2.0,,JUST_RENOVATED,,INSTALLED,,,,,,True,,,1.0,0,,,,558.0,F,ELECTRIC,True,,2023-09-18T14:09:45.000+0000,2023-09-18T14:09:46.443+0000,,
10826797,https://www.immoweb.be/en/classified/10826797,200,FOR_SALE,BUY_REGULAR,425000,False,False,APARTMENT,APARTMENT,Belgium,Flanders,West Flanders,Brugge,Blankenberge,8370,Grote Edestraat,7,101,1.0,51.3086054,3.1159119,3,133.0,2004.0,3.0,,AS_NEW,True,HYPER_EQUIPPED,,,True,,,False,,,1.0,0,2.0,,,106.0,B,GAS,True,,2023-09-18T14:06:37.000+0000,2023-09-18T14:06:37.897+0000,,
10826793,https://www.immoweb.be/en/classified/10826793,200,FOR_SALE,BUY_REGULAR,349000,False,False,HOUSE,HOUSE,Belgium,Flanders,Flemish Brabant,Halle-Vilvoorde,Sint-Pieters-Leeuw,1601,Stationsstraat,49,,,50.7904475,4.2956154,6,190.0,1899.0,2.0,,JUST_RENOVATED,False,,,,True,,370.0,False,False,,1.0,0,,,,328.0,D,GAS,True,,2023-09-18T14:05:05.507+0000,2023-09-18T14:10:01.890+0000,,
10826798,https://www.immoweb.be/en/classified/10826798,200,FOR_SALE,BUY_REGULAR,239000,False,,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Ekeren,2180,Lange Sterrestraat,25,,1.0,51.2822367,4.4189362,1,75.0,,3.0,2.0,,,SEMI_EQUIPPED,True,6.0,,,,True,,,1.0,0,1.0,,,,,,False,,2023-09-18T14:08:27.000+0000,2023-09-18T14:08:28.203+0000,,
