id,URL,Status,transactionType,transactionSubtype,price,isSubjectToVat,isFurnished,type,subtype,country,region,province,district,locality,postalCode,street,number,box,floor,latitude,longitude,bedroomCount,netHabitableSurface,constructionYear,facadeCount,floorCount,condition,hasLift,kitchen,hasGarden,gardenSurface,hasTerrace,terraceSurface,land,fireplaceExists,hasSwimmingPool,hasAirConditioning,bathroomCount,showerRoomCount,toiletCount,parkingCountIndoor,parkingCountOutdoor,primaryEnergyConsumptionPerSqm,epcScore,heatingType,hasDoubleGlazing,saleType,creationDate,lastModificationDate,bookmarkCount,viewCount
10834744,https://www.immoweb.be/en/classified/10834744,200,FOR_SALE,BUY_REGULAR,195000,False,,APARTMENT,APARTMENT,Belgium,Flanders,Limburg,Hasselt,SINT-TRUIDEN,3800,Abdijstraat,16, 202,2.0,50.818004,5.1870287,2,115.0,1991.0,,,,True,SEMI_EQUIPPED,,,True,6.0,,True,,,1.0,0,1.0,1.0,,182.0,B,GAS,True,,2023-09-21T13:19:07.000+0000,2023-09-21T13:23:47.803+0000,,
10834747,https://www.immoweb.be/en/classified/10834747,200,FOR_SALE,BUY_REGULAR,380000,False,,HOUSE,VILLA,Belgium,Flanders,West Flanders,Diksmuide,Koekelare,8680,Ichtegemstraat,20,,,51.0895232,2.9813691,4,,,4.0,,GOOD,,,,,,,907.0,False,,,,0,,1.0,,341.0,D,,,,2023-09-21T13:21:14.000+0000,2023-09-21T13:21:15.150+0000,,
10834746,https://www.immoweb.be/en/classified/10834746,200,FOR_SALE,BUY_REGULAR,249000,False,,HOUSE,HOUSE,Belgium,Flanders,West Flanders,Ieper,Abele,8978,Abelestationsstraat,52,,,50.816118,2.6776886,3,138.0,,,,GOOD,,,,,,,324.0,False,,,1.0,0,1.0,,,216.0,C,GAS,True,,2023-09-21T13:19:38.220+0000,2023-09-21T13:34:43.163+0000,,
10834728,https://www.immoweb.be/en/classified/10834728,200,FOR_SALE,BUY_REGULAR,160000,False,,APARTMENT,APARTMENT,Belgium,Flanders,West Flanders,Kortrijk,Harelbeke,8531,Bavikhoofsestraat,188, 3,1.0,50.8741432,3.3101427,2,80.0,1977.0,2.0,,JUST_RENOVATED,True,,,,,,,True,,,1.0,0,1.0,1.0,,273.0,C,GAS,True,,2023-09-21T13:12:05.000+0000,2023-09-21T13:12:06.310+0000,,
10834725,https://www.immoweb.be/en/classified/10834725,200,FOR_SALE,BUY_REGULAR,798000,False,,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2020,,,,3.0,,,3,234.0,1937.0,2.0,4.0,GOOD,True,INSTALLED,,,True,30.0,,True,,,1.0,0,2.0,,,91.0,A,GAS,True,,2023-09-21T13:09:28.000+0000,2023-09-21T13:15:08.247+0000,,
10834736,https://www.immoweb.be/en/classified/10834736,200,FOR_SALE,BUY_REGULAR,650000,False,False,APARTMENT,APARTMENT,Belgium,Flanders,West Flanders,Brugge,Knokke-Heist,8300,Paul Parmentierlaan,151,2,2.0,51.3464563,3.2858356,3,106.0,2006.0,2.0,4.0,GOOD,True,,,,True,,,False,False,,2.0,0,,,,80.0,A,GAS,True,,2023-09-21T13:15:05.920+0000,2023-09-21T13:15:43.950+0000,,
10834748,https://www.immoweb.be/en/classified/10834748,200,FOR_SALE,BUY_REGULAR,299000,False,False,APARTMENT,APARTMENT,Belgium,Brussels,Brussels,Brussels,Schaerbeek,1030,Rue Léon Mignon,59,,2.0,50.8534618,4.3857919,2,88.0,1918.0,2.0,3.0,,False,,,,True,2.0,,False,False,,1.0,0,,,,198.0,D,GAS,True,,2023-09-21T13:21:39.017+0000,2023-09-21T13:21:39.410+0000,,
10834755,https://www.immoweb.be/en/classified/10834755,200,FOR_SALE,BUY_REGULAR,259000,False,,HOUSE,HOUSE,Belgium,Flanders,Antwerp,Antwerp,Boom,2850,Diepestraat,11,,,51.0904793,4.3581467,3,,,2.0,,AS_NEW,,HYPER_EQUIPPED,True,38.0,,,105.0,False,,,1.0,0,1.0,,,161.0,B,,,,2023-09-21T13:24:33.000+0000,2023-09-21T13:29:06.000+0000,,
10834752,https://www.immoweb.be/en/classified/10834752,200,FOR_SALE,BUY_REGULAR,116000,False,False,HOUSE,CHALET,Belgium,Flanders,West Flanders,Brugge,Knokke-Heist,8301,Heistlaan 168,Chalet,7237,,51.3323438,3.2361976,2,55.0,2019.0,4.0,,,False,HYPER_EQUIPPED,,,,,10800.0,False,False,,1.0,0,,,,,,GAS,False,,2023-09-21T13:22:30.303+0000,2023-09-21T13:26:39.720+0000,,
10834760,https://www.immoweb.be/en/classified/10834760,200,FOR_SALE,BUY_REGULAR,225000,False,,APARTMENT,APARTMENT,Belgium,Brussels,Brussels,Brussels,Forest,1190,,,,2.0,,,3,122.0,1920.0,2.0,4.0,TO_RENOVATE,False,,,,,,,False,False,False,1.0,0,,,,456.0,G,GAS,True,,2023-09-21T13:28:04.777+0000,2023-09-21T13:28:05.193+0000,,
